neighbourhood_group,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
Manhattan,Private room,150.0,3,1,364.0
Brooklyn,Shared room,30.0,1,2,364.0
Queens,Private room,40.0,1,3,56.0
Brooklyn,Entire home/apt,150.0,2,1,45.0
Manhattan,Private room,200.0,1,1,45.0
Manhattan,Private room,200.0,4,1,365.0
Queens,Private room,45.0,1,5,89.0
Brooklyn,Entire home/apt,249.0,2,1,45.0
Manhattan,Private room,150.0,1,2,157.0
Queens,Private room,49.0,1,2,45.0
Queens,Private room,48.0,2,2,45.0
Manhattan,Shared room,65.0,2,1,45.0
Queens,Entire home/apt,93.0,1,2,181.0
Brooklyn,Shared room,27.0,1,17,89.0
Brooklyn,Shared room,35.0,1,17,88.0
Brooklyn,Private room,120.0,2,2,45.0
Brooklyn,Private room,59.0,2,1,13.0
Brooklyn,Entire home/apt,120.0,1,1,126.0
Manhattan,Shared room,50.0,1,1,98.0
Staten Island,Private room,65.0,1,2,362.0
Brooklyn,Private room,100.0,2,1,31.0
Manhattan,Entire home/apt,500.0,2,1,45.0
Manhattan,Entire home/apt,160.0,4,1,45.0
Manhattan,Private room,70.0,1,1,45.0
Manhattan,Shared room,199.0,3,2,95.0
Manhattan,Entire home/apt,890.0,3,1,45.0
Brooklyn,Private room,42.0,1,1,45.0
Bronx,Entire home/apt,200.0,1,3,80.0
Queens,Private room,44.0,1,3,119.0
Queens,Private room,30.0,1,8,189.0
Queens,Private room,35.0,1,5,89.0
Manhattan,Entire home/apt,145.0,30,1,151.0
Brooklyn,Private room,48.0,1,7,169.0
Brooklyn,Entire home/apt,350.0,3,1,283.0
Brooklyn,Entire home/apt,90.0,5,1,1.0
Queens,Private room,35.0,1,3,46.0
Brooklyn,Entire home/apt,85.0,2,1,237.0
Manhattan,Entire home/apt,250.0,1,1,45.0
Brooklyn,Private room,60.0,1,3,78.0
Manhattan,Private room,99.0,7,47,321.0
Queens,Entire home/apt,80.0,1,5,150.0
Manhattan,Private room,110.0,3,1,89.0
Manhattan,Private room,100.0,1,1,73.0
Brooklyn,Entire home/apt,1750.0,2,1,358.0
Brooklyn,Private room,48.0,1,5,45.0
Manhattan,Private room,50.0,5,1,45.0
Brooklyn,Private room,55.0,7,1,45.0
Brooklyn,Private room,35.0,1,1,97.0
Queens,Entire home/apt,200.0,1,1,148.0
Brooklyn,Private room,50.0,2,4,318.0
Manhattan,Entire home/apt,250.0,1,1,10.0
Brooklyn,Private room,60.0,3,1,9.0
Manhattan,Entire home/apt,155.0,3,1,70.0
Queens,Entire home/apt,188.0,2,1,344.0
Manhattan,Entire home/apt,205.0,4,1,1.0
Brooklyn,Private room,185.0,1,1,37.0
Manhattan,Entire home/apt,115.0,3,2,116.0
Brooklyn,Private room,65.0,3,4,161.0
Brooklyn,Private room,55.0,2,1,2.0
Manhattan,Entire home/apt,130.0,1,2,120.0
Brooklyn,Private room,100.0,14,1,45.0
Queens,Entire home/apt,85.0,40,2,85.0
Manhattan,Entire home/apt,288.0,3,1,87.0
Staten Island,Private room,55.0,1,1,363.0
Queens,Entire home/apt,200.0,2,1,45.0
Brooklyn,Private room,60.0,5,1,45.0
Brooklyn,Private room,70.0,7,2,63.0
Brooklyn,Private room,112.0,1,1,84.0
Brooklyn,Entire home/apt,175.0,2,1,24.0
Brooklyn,Private room,35.0,4,1,20.0
Brooklyn,Entire home/apt,150.0,1,1,89.0
Brooklyn,Private room,61.0,2,1,307.0
Queens,Private room,70.0,2,2,310.0
Manhattan,Private room,169.0,3,2,14.0
Brooklyn,Private room,59.0,2,1,10.0
Manhattan,Entire home/apt,300.0,2,4,173.0
Brooklyn,Private room,48.0,1,5,45.0
Manhattan,Shared room,35.0,14,4,334.0
Manhattan,Entire home/apt,100.0,1,1,45.0
Brooklyn,Entire home/apt,100.0,2,1,17.0
Manhattan,Entire home/apt,125.0,10,1,270.0
Queens,Private room,59.0,1,2,37.0
Queens,Private room,50.0,1,2,36.0
Manhattan,Private room,72.0,1,1,15.0
Manhattan,Entire home/apt,150.0,3,1,7.0
Queens,Private room,50.0,1,2,89.0
Bronx,Private room,75.0,2,13,365.0
Brooklyn,Private room,119.0,1,3,45.0
Manhattan,Private room,85.0,2,2,224.0
Brooklyn,Private room,100.0,3,1,220.0
Manhattan,Entire home/apt,187.0,3,2,45.0
Brooklyn,Private room,39.0,2,2,45.0
Brooklyn,Private room,75.0,1,2,45.0
Brooklyn,Entire home/apt,33.0,1,1,19.0
Manhattan,Private room,45.0,2,1,341.0
Queens,Entire home/apt,70.0,2,1,105.0
Manhattan,Entire home/apt,200.0,35,1,58.0
Manhattan,Private room,110.0,2,1,175.0
Manhattan,Entire home/apt,216.0,30,1,89.0
Manhattan,Entire home/apt,100.0,4,2,45.0
Staten Island,Private room,40.0,1,2,307.0
Manhattan,Entire home/apt,160.0,5,1,205.0
Brooklyn,Private room,60.0,2,1,189.0
Manhattan,Private room,308.0,3,1,37.0
Queens,Entire home/apt,75.0,1,2,325.0
Brooklyn,Entire home/apt,187.0,1,2,45.0
Queens,Private room,39.0,6,1,45.0
Manhattan,Private room,60.0,2,1,45.0
Brooklyn,Entire home/apt,75.0,2,1,45.0
Manhattan,Private room,60.0,1,1,67.0
Queens,Private room,50.0,3,2,178.0
Brooklyn,Private room,45.0,1,1,34.0
Manhattan,Private room,90.0,6,1,76.0
Staten Island,Private room,35.0,2,6,299.0
Manhattan,Entire home/apt,104.0,28,1,45.0
Brooklyn,Entire home/apt,80.0,35,1,45.0
Manhattan,Entire home/apt,99.0,30,16,201.0
Brooklyn,Shared room,125.0,1,2,156.0
Brooklyn,Entire home/apt,155.0,30,2,365.0
Queens,Private room,50.0,2,1,24.0
Brooklyn,Private room,110.0,3,1,98.0
Manhattan,Private room,89.0,2,1,1.0
Brooklyn,Private room,105.0,1,1,45.0
Queens,Private room,60.0,4,2,45.0
Queens,Entire home/apt,175.0,6,1,365.0
Brooklyn,Private room,70.0,3,2,188.0
Manhattan,Entire home/apt,175.0,2,1,45.0
Brooklyn,Private room,30.0,2,1,45.0
Bronx,Entire home/apt,75.0,1,1,359.0
Queens,Private room,67.0,1,8,145.0
Brooklyn,Private room,50.0,1,2,45.0
Brooklyn,Private room,39.0,2,2,45.0
Brooklyn,Private room,60.0,2,1,45.0
Brooklyn,Entire home/apt,251.0,1,1,340.0
Bronx,Entire home/apt,67.0,7,1,172.0
Manhattan,Private room,92.0,2,2,346.0
Queens,Private room,147.0,2,3,85.0
Brooklyn,Private room,55.0,30,1,45.0
Manhattan,Entire home/apt,115.0,3,1,19.0
Brooklyn,Entire home/apt,209.0,3,1,45.0
Brooklyn,Private room,55.0,10,1,45.0
Brooklyn,Entire home/apt,125.0,14,1,45.0
Queens,Private room,65.0,1,5,119.0
Queens,Private room,55.0,1,5,100.0
Manhattan,Private room,68.0,4,2,2.0
Brooklyn,Entire home/apt,130.0,1,1,189.0
Queens,Entire home/apt,150.0,2,1,45.0
Brooklyn,Private room,45.0,1,2,25.0
Queens,Private room,75.0,3,2,45.0
Manhattan,Entire home/apt,250.0,1,1,45.0
Manhattan,Private room,120.0,3,2,45.0
Queens,Private room,42.0,2,3,365.0
Brooklyn,Private room,36.0,2,1,45.0
Queens,Private room,42.0,4,3,189.0
Manhattan,Private room,100.0,30,2,365.0
Queens,Shared room,65.0,2,3,365.0
Queens,Private room,89.0,3,9,358.0
Brooklyn,Private room,20.0,10,2,17.0
Manhattan,Private room,70.0,3,2,347.0
Manhattan,Entire home/apt,478.0,3,1,148.0
Brooklyn,Private room,150.0,1,1,90.0
Queens,Entire home/apt,400.0,2,1,34.0
Manhattan,Private room,209.0,1,8,88.0
Queens,Private room,45.0,1,1,217.0
Manhattan,Shared room,30.0,1,3,13.0
Manhattan,Private room,47.0,30,103,228.0
Queens,Private room,55.0,1,1,286.0
Brooklyn,Entire home/apt,156.0,2,5,21.0
Bronx,Entire home/apt,100.0,1,1,173.0
Queens,Private room,98.0,30,1,45.0
Brooklyn,Entire home/apt,99.0,2,1,32.0
Bronx,Entire home/apt,175.0,2,1,79.0
Brooklyn,Private room,38.0,1,6,6.0
Brooklyn,Entire home/apt,90.0,3,1,91.0
Manhattan,Shared room,35.0,1,3,22.0
Brooklyn,Entire home/apt,180.0,3,2,24.0
Manhattan,Entire home/apt,200.0,4,1,80.0
Brooklyn,Entire home/apt,195.0,2,1,301.0
Manhattan,Private room,50.0,1,4,22.0
Queens,Private room,60.0,30,103,209.0
Queens,Private room,45.0,1,1,97.0
Brooklyn,Entire home/apt,200.0,2,1,22.0
Brooklyn,Private room,48.0,1,5,45.0
Queens,Private room,200.0,1,1,177.0
Brooklyn,Private room,85.0,1,1,168.0
Brooklyn,Entire home/apt,130.0,2,2,96.0
Brooklyn,Private room,40.0,2,1,54.0
Brooklyn,Private room,45.0,2,2,40.0
Bronx,Entire home/apt,42.0,2,1,6.0
Manhattan,Entire home/apt,100.0,1,1,45.0
Brooklyn,Entire home/apt,99.0,5,1,4.0
Brooklyn,Private room,79.0,3,1,69.0
Queens,Private room,33.0,1,2,45.0
Brooklyn,Shared room,35.0,1,17,86.0
Brooklyn,Entire home/apt,150.0,2,1,34.0
Brooklyn,Entire home/apt,70.0,2,1,29.0
Queens,Private room,60.0,5,1,45.0
Staten Island,Entire home/apt,130.0,2,1,174.0
Brooklyn,Private room,50.0,7,1,45.0
Brooklyn,Private room,90.0,2,1,3.0
Brooklyn,Entire home/apt,205.0,2,1,203.0
Brooklyn,Private room,40.0,2,1,79.0
Queens,Entire home/apt,72.0,3,2,293.0
Manhattan,Entire home/apt,365.0,2,1,28.0
Brooklyn,Private room,65.0,2,2,26.0
Brooklyn,Private room,60.0,2,1,151.0
Brooklyn,Entire home/apt,120.0,2,1,20.0
Manhattan,Private room,80.0,3,2,70.0
Staten Island,Private room,69.0,2,3,280.0
Brooklyn,Entire home/apt,75.0,3,1,115.0
Brooklyn,Private room,20.0,10,2,38.0
Brooklyn,Entire home/apt,60.0,2,3,153.0
Manhattan,Entire home/apt,143.0,30,1,57.0
Brooklyn,Private room,200.0,2,1,45.0
Manhattan,Private room,115.0,2,1,33.0
Brooklyn,Private room,45.0,1,2,45.0
Bronx,Private room,100.0,1,1,150.0
Brooklyn,Private room,75.0,1,1,45.0
Manhattan,Entire home/apt,299.0,2,1,274.0
Manhattan,Entire home/apt,189.0,2,1,35.0
Queens,Private room,105.0,5,1,180.0
Manhattan,Private room,3000.0,3,1,23.0
Manhattan,Private room,60.0,1,1,66.0
Manhattan,Entire home/apt,130.0,1,1,45.0
Brooklyn,Private room,70.0,5,1,45.0
Manhattan,Entire home/apt,180.0,2,1,57.0
Brooklyn,Private room,35.0,30,1,45.0
Brooklyn,Private room,32.0,3,1,45.0
Manhattan,Entire home/apt,295.0,3,1,140.0
Manhattan,Entire home/apt,250.0,3,1,244.0
Brooklyn,Private room,75.0,4,1,47.0
Brooklyn,Entire home/apt,105.0,2,1,144.0
Manhattan,Private room,150.0,2,1,184.0
Manhattan,Entire home/apt,134.0,1,1,20.0
Manhattan,Entire home/apt,550.0,7,1,14.0
Brooklyn,Entire home/apt,100.0,2,1,1.0
Queens,Entire home/apt,140.0,4,1,101.0
Manhattan,Private room,85.0,2,1,39.0
Brooklyn,Shared room,32.0,30,6,342.0
Manhattan,Entire home/apt,150.0,20,2,157.0
Brooklyn,Entire home/apt,50.0,3,2,26.0
Brooklyn,Shared room,32.0,30,6,330.0
Brooklyn,Private room,175.0,2,1,83.0
Brooklyn,Shared room,40.0,30,6,365.0
Staten Island,Private room,85.0,2,3,305.0
Brooklyn,Shared room,40.0,30,6,365.0
Manhattan,Entire home/apt,175.0,5,1,45.0
Manhattan,Entire home/apt,200.0,4,1,45.0
Manhattan,Entire home/apt,102.0,2,1,45.0
Manhattan,Shared room,99.0,1,7,33.0
Queens,Entire home/apt,200.0,2,1,265.0
Queens,Private room,55.0,7,2,45.0
Brooklyn,Private room,55.0,30,6,365.0
Manhattan,Shared room,80.0,1,5,52.0
Manhattan,Shared room,80.0,1,5,22.0
Manhattan,Entire home/apt,220.0,5,1,22.0
Manhattan,Entire home/apt,139.0,2,1,10.0
Manhattan,Entire home/apt,135.0,5,1,6.0
Brooklyn,Entire home/apt,125.0,3,1,45.0
Manhattan,Entire home/apt,350.0,3,2,342.0
Brooklyn,Entire home/apt,99.0,2,1,45.0
Manhattan,Entire home/apt,410.0,3,1,18.0
Brooklyn,Private room,70.0,3,2,137.0
Manhattan,Private room,65.0,365,1,45.0
Brooklyn,Entire home/apt,450.0,1,1,334.0
Brooklyn,Private room,33.0,29,1,45.0
Brooklyn,Entire home/apt,120.0,9,3,3.0
Brooklyn,Private room,60.0,3,1,189.0
Brooklyn,Private room,130.0,3,2,45.0
Brooklyn,Entire home/apt,100.0,1,6,45.0
Queens,Private room,60.0,1,1,364.0
Brooklyn,Private room,89.0,4,3,314.0
Manhattan,Private room,99.0,2,1,43.0
Manhattan,Entire home/apt,230.0,1,5,282.0
Manhattan,Shared room,80.0,1,5,46.0
Manhattan,Private room,120.0,2,2,66.0
Brooklyn,Entire home/apt,200.0,2,1,45.0
Brooklyn,Private room,40.0,7,1,93.0
Brooklyn,Private room,60.0,2,1,210.0
Bronx,Private room,80.0,3,1,155.0
Brooklyn,Private room,55.0,30,8,340.0
Manhattan,Private room,69.0,2,11,365.0
Manhattan,Entire home/apt,180.0,1,1,188.0
Brooklyn,Shared room,32.0,30,8,365.0
Manhattan,Entire home/apt,956.0,4,49,124.0
Brooklyn,Shared room,32.0,30,8,355.0
Brooklyn,Shared room,40.0,30,8,276.0
Brooklyn,Shared room,40.0,30,8,365.0
Brooklyn,Entire home/apt,160.0,3,1,45.0
Manhattan,Entire home/apt,1075.0,1,6,365.0
Brooklyn,Entire home/apt,450.0,3,1,357.0
Queens,Private room,57.0,30,6,365.0
Manhattan,Entire home/apt,280.0,2,1,1.0
Manhattan,Entire home/apt,129.0,15,1,332.0
Brooklyn,Entire home/apt,300.0,2,1,35.0
Manhattan,Entire home/apt,190.0,7,2,249.0
Manhattan,Entire home/apt,300.0,4,1,21.0
Manhattan,Private room,1000.0,30,1,90.0
Brooklyn,Private room,60.0,1,1,45.0
Manhattan,Private room,55.0,5,1,3.0
Manhattan,Entire home/apt,262.0,2,327,91.0
Manhattan,Entire home/apt,255.0,2,327,81.0
Manhattan,Entire home/apt,245.0,2,327,137.0
Manhattan,Entire home/apt,185.0,29,327,281.0
Manhattan,Entire home/apt,185.0,29,327,332.0
Manhattan,Entire home/apt,252.0,2,327,117.0
Brooklyn,Entire home/apt,99.0,3,1,21.0
Manhattan,Entire home/apt,189.0,29,327,325.0
Queens,Entire home/apt,200.0,2,1,45.0
Bronx,Entire home/apt,150.0,3,1,109.0
Manhattan,Entire home/apt,179.0,1,33,364.0
Brooklyn,Private room,119.0,1,33,180.0
Brooklyn,Private room,89.0,1,33,180.0
Brooklyn,Entire home/apt,175.0,2,1,45.0
Brooklyn,Private room,100.0,5,1,69.0
Manhattan,Entire home/apt,380.0,2,1,45.0
Manhattan,Entire home/apt,179.0,2,1,229.0
Queens,Private room,45.0,3,1,5.0
Manhattan,Entire home/apt,443.0,1,1,165.0
Manhattan,Private room,50.0,1,1,45.0
Manhattan,Entire home/apt,116.0,2,1,99.0
Manhattan,Private room,119.0,3,1,239.0
Manhattan,Private room,180.0,3,1,179.0
Manhattan,Entire home/apt,225.0,2,1,11.0
Queens,Private room,300.0,2,1,133.0
Queens,Private room,75.0,1,2,256.0
Manhattan,Entire home/apt,228.0,2,327,111.0
Manhattan,Entire home/apt,241.0,2,327,130.0
Manhattan,Private room,150.0,2,1,7.0
Brooklyn,Entire home/apt,140.0,2,1,46.0
Manhattan,Private room,89.0,5,1,45.0
Brooklyn,Entire home/apt,113.0,3,2,118.0
Manhattan,Entire home/apt,85.0,4,1,3.0
Manhattan,Shared room,80.0,1,5,48.0
Manhattan,Entire home/apt,199.0,1,1,45.0
Manhattan,Private room,85.0,2,1,333.0
Brooklyn,Shared room,40.0,3,4,50.0
Manhattan,Entire home/apt,499.0,1,1,356.0
Bronx,Entire home/apt,200.0,1,3,347.0
Manhattan,Private room,75.0,1,2,45.0
Bronx,Entire home/apt,299.0,1,3,322.0
Queens,Shared room,40.0,30,6,365.0
Bronx,Shared room,20.0,14,4,139.0
Manhattan,Entire home/apt,240.0,2,327,99.0
Brooklyn,Entire home/apt,120.0,29,7,45.0
Manhattan,Private room,150.0,5,3,45.0
Manhattan,Entire home/apt,265.0,2,327,83.0
Manhattan,Entire home/apt,263.0,2,327,62.0
Manhattan,Entire home/apt,243.0,2,327,153.0
Manhattan,Entire home/apt,254.0,2,327,159.0
Queens,Private room,35.0,3,1,310.0
Brooklyn,Private room,45.0,2,1,45.0
Brooklyn,Entire home/apt,215.0,2,1,321.0
Brooklyn,Entire home/apt,200.0,30,1,45.0
Manhattan,Entire home/apt,180.0,3,1,4.0
Brooklyn,Private room,80.0,3,1,280.0
Manhattan,Private room,140.0,1,1,12.0
Queens,Private room,60.0,2,3,51.0
Brooklyn,Entire home/apt,115.0,2,1,16.0
Manhattan,Entire home/apt,235.0,3,1,45.0
Brooklyn,Private room,40.0,53,1,90.0
Brooklyn,Shared room,40.0,3,10,281.0
Brooklyn,Entire home/apt,199.0,3,1,129.0
Brooklyn,Private room,35.0,2,1,100.0
Brooklyn,Entire home/apt,120.0,7,1,68.0
Brooklyn,Private room,120.0,7,1,362.0
Brooklyn,Private room,120.0,5,1,77.0
Manhattan,Entire home/apt,399.0,5,1,118.0
Queens,Entire home/apt,65.0,2,1,182.0
Brooklyn,Entire home/apt,200.0,3,2,325.0
Brooklyn,Entire home/apt,100.0,3,1,12.0
Brooklyn,Entire home/apt,70.0,7,1,14.0
Brooklyn,Entire home/apt,89.0,1,1,194.0
Brooklyn,Entire home/apt,69.0,30,1,45.0
Manhattan,Entire home/apt,200.0,3,1,129.0
Manhattan,Private room,249.0,1,8,81.0
Brooklyn,Entire home/apt,120.0,30,1,45.0
Brooklyn,Private room,75.0,2,1,16.0
Brooklyn,Private room,63.0,1,2,47.0
Manhattan,Private room,75.0,1,1,45.0
Queens,Private room,46.0,2,1,45.0
Brooklyn,Private room,89.0,6,3,260.0
Manhattan,Private room,140.0,2,4,39.0
Manhattan,Entire home/apt,649.0,2,3,281.0
Bronx,Shared room,20.0,10,4,25.0
Brooklyn,Entire home/apt,189.0,6,3,242.0
Brooklyn,Private room,55.0,1,2,28.0
Manhattan,Shared room,60.0,1,1,7.0
Brooklyn,Private room,60.0,5,1,45.0
Manhattan,Private room,89.0,2,2,170.0
Manhattan,Private room,68.0,1,1,45.0
Manhattan,Private room,89.0,2,2,127.0
Manhattan,Entire home/apt,165.0,1,1,12.0
Manhattan,Entire home/apt,142.0,3,1,45.0
Manhattan,Entire home/apt,100.0,1,1,365.0
Queens,Private room,65.0,4,1,45.0
Queens,Private room,60.0,3,2,45.0
Brooklyn,Private room,100.0,7,2,365.0
Manhattan,Private room,125.0,3,1,45.0
Queens,Entire home/apt,70.0,3,1,4.0
Manhattan,Entire home/apt,225.0,5,1,90.0
Manhattan,Entire home/apt,300.0,2,1,16.0
Brooklyn,Entire home/apt,83.0,30,3,349.0
Manhattan,Entire home/apt,373.0,30,232,259.0
Manhattan,Entire home/apt,100.0,30,1,246.0
Queens,Entire home/apt,79.0,1,2,36.0
Manhattan,Entire home/apt,310.0,31,2,7.0
Manhattan,Entire home/apt,247.0,2,2,263.0
Manhattan,Entire home/apt,300.0,1,2,357.0
Brooklyn,Private room,80.0,3,4,160.0
Manhattan,Private room,99.0,3,1,44.0
Queens,Private room,100.0,1,8,335.0
Manhattan,Entire home/apt,158.0,2,1,2.0
Manhattan,Private room,209.0,1,8,53.0
Brooklyn,Entire home/apt,100.0,2,1,273.0
Queens,Private room,60.0,2,1,45.0
Brooklyn,Entire home/apt,130.0,2,3,261.0
Manhattan,Private room,90.0,7,1,88.0
Bronx,Entire home/apt,100.0,2,3,20.0
Queens,Private room,35.0,1,5,85.0
Brooklyn,Private room,75.0,2,1,45.0
Brooklyn,Private room,70.0,1,1,342.0
Manhattan,Entire home/apt,200.0,3,3,45.0
Brooklyn,Private room,80.0,2,2,45.0
Brooklyn,Private room,45.0,14,1,30.0
Manhattan,Private room,85.0,1,2,42.0
Manhattan,Entire home/apt,300.0,3,1,45.0
Queens,Private room,50.0,2,1,16.0
Queens,Entire home/apt,80.0,2,1,313.0
Manhattan,Entire home/apt,350.0,31,33,342.0
Manhattan,Private room,295.0,1,2,89.0
Manhattan,Private room,28.0,4,1,45.0
Brooklyn,Private room,55.0,1,1,45.0
Queens,Private room,55.0,3,2,3.0
Brooklyn,Private room,175.0,2,2,89.0
Manhattan,Entire home/apt,130.0,2,1,4.0
Queens,Private room,70.0,2,1,45.0
Brooklyn,Private room,40.0,2,1,45.0
Manhattan,Private room,399.0,3,1,246.0
Brooklyn,Private room,118.0,2,3,112.0
Manhattan,Private room,100.0,7,1,365.0
Brooklyn,Private room,80.0,2,1,365.0
Brooklyn,Private room,37.0,2,2,1.0
Manhattan,Entire home/apt,370.0,3,1,155.0
Bronx,Entire home/apt,165.0,2,1,310.0
Manhattan,Private room,125.0,1,2,165.0
Brooklyn,Private room,105.0,1,2,45.0
Manhattan,Private room,99.0,3,1,5.0
Queens,Private room,35.0,1,2,45.0
Manhattan,Entire home/apt,1999.0,1,6,365.0
Brooklyn,Entire home/apt,100.0,2,1,45.0
Brooklyn,Entire home/apt,220.0,5,1,89.0
Manhattan,Entire home/apt,520.0,3,1,80.0
Brooklyn,Shared room,22.0,1,2,45.0
Brooklyn,Entire home/apt,104.0,3,1,43.0
Manhattan,Entire home/apt,100.0,2,2,45.0
Queens,Private room,40.0,30,15,22.0
Queens,Entire home/apt,150.0,3,3,107.0
Manhattan,Entire home/apt,820.0,1,6,365.0
Queens,Entire home/apt,58.0,2,1,57.0
Manhattan,Private room,69.0,1,2,8.0
Manhattan,Entire home/apt,205.0,4,1,44.0
Manhattan,Entire home/apt,91.0,5,1,1.0
Queens,Private room,90.0,1,1,29.0
Manhattan,Entire home/apt,306.0,30,232,343.0
Brooklyn,Entire home/apt,300.0,3,1,364.0
Brooklyn,Private room,45.0,1,2,3.0
Bronx,Private room,49.0,1,1,45.0
Manhattan,Entire home/apt,183.0,2,1,294.0
Manhattan,Private room,150.0,4,2,72.0
Brooklyn,Entire home/apt,75.0,1,1,185.0
Queens,Entire home/apt,200.0,3,2,11.0
Manhattan,Entire home/apt,200.0,6,1,11.0
Manhattan,Private room,55.0,3,7,1.0
Queens,Private room,65.0,2,2,341.0
Manhattan,Private room,55.0,5,7,154.0
Manhattan,Entire home/apt,250.0,2,1,45.0
Brooklyn,Entire home/apt,205.0,2,2,89.0
Manhattan,Private room,50.0,5,7,237.0
Manhattan,Private room,79.0,2,1,220.0
Manhattan,Private room,55.0,4,7,299.0
Manhattan,Entire home/apt,160.0,2,2,45.0
Manhattan,Entire home/apt,149.0,1,1,35.0
Queens,Private room,35.0,2,4,3.0
Brooklyn,Entire home/apt,250.0,2,1,84.0
Manhattan,Private room,58.0,5,7,314.0
Brooklyn,Entire home/apt,175.0,3,1,9.0
Manhattan,Private room,100.0,30,1,262.0
Manhattan,Entire home/apt,250.0,30,1,233.0
Queens,Entire home/apt,85.0,4,1,12.0
Manhattan,Private room,100.0,1,2,45.0
Brooklyn,Entire home/apt,200.0,1,1,285.0
Bronx,Shared room,20.0,10,4,114.0
Brooklyn,Entire home/apt,155.0,2,1,10.0
Manhattan,Entire home/apt,400.0,4,1,45.0
Brooklyn,Private room,90.0,2,1,91.0
Queens,Entire home/apt,60.0,1,1,50.0
Queens,Private room,55.0,2,1,35.0
Manhattan,Entire home/apt,215.0,30,232,2.0
Manhattan,Entire home/apt,227.0,30,232,329.0
Manhattan,Entire home/apt,150.0,1,4,188.0
Brooklyn,Private room,140.0,1,2,365.0
Queens,Entire home/apt,120.0,30,15,303.0
Manhattan,Entire home/apt,135.0,3,2,141.0
Manhattan,Entire home/apt,700.0,4,1,127.0
Queens,Private room,65.0,28,2,4.0
Queens,Shared room,39.0,1,8,34.0
Brooklyn,Entire home/apt,149.0,2,1,194.0
Manhattan,Private room,72.0,1,10,365.0
Manhattan,Entire home/apt,236.0,30,232,273.0
Brooklyn,Entire home/apt,145.0,30,4,224.0
Manhattan,Entire home/apt,205.0,1,2,124.0
Manhattan,Entire home/apt,87.0,3,3,49.0
Manhattan,Entire home/apt,85.0,4,1,8.0
Brooklyn,Entire home/apt,140.0,2,4,48.0
Brooklyn,Entire home/apt,100.0,3,1,89.0
Queens,Private room,65.0,2,3,68.0
Queens,Entire home/apt,95.0,2,1,45.0
Bronx,Private room,25.0,30,1,85.0
Manhattan,Entire home/apt,57.0,24,2,181.0
Brooklyn,Entire home/apt,120.0,5,1,45.0
Brooklyn,Private room,80.0,1,1,45.0
Brooklyn,Entire home/apt,120.0,2,1,45.0
Brooklyn,Private room,59.0,4,1,45.0
Queens,Entire home/apt,97.0,2,1,52.0
Brooklyn,Entire home/apt,155.0,2,1,42.0
Brooklyn,Private room,58.0,1,5,158.0
Manhattan,Entire home/apt,70.0,5,1,191.0
Staten Island,Private room,57.0,1,1,365.0
Brooklyn,Entire home/apt,129.0,1,1,93.0
Brooklyn,Entire home/apt,95.0,2,1,45.0
Manhattan,Private room,109.0,1,6,45.0
Brooklyn,Private room,80.0,1,1,4.0
Brooklyn,Entire home/apt,125.0,2,1,45.0
Manhattan,Entire home/apt,85.0,3,1,16.0
Queens,Private room,55.0,1,2,1.0
Brooklyn,Private room,69.0,2,1,95.0
Brooklyn,Entire home/apt,115.0,30,1,3.0
Manhattan,Entire home/apt,128.0,30,2,233.0
Manhattan,Entire home/apt,213.0,30,232,303.0
Brooklyn,Entire home/apt,150.0,4,1,127.0
Brooklyn,Entire home/apt,80.0,2,1,81.0
Queens,Private room,55.0,5,1,132.0
Brooklyn,Entire home/apt,115.0,1,2,93.0
Queens,Entire home/apt,250.0,10,1,179.0
Brooklyn,Private room,80.0,1,1,89.0
Manhattan,Private room,80.0,180,3,219.0
Brooklyn,Entire home/apt,45.0,2,1,248.0
Brooklyn,Entire home/apt,120.0,5,2,107.0
Manhattan,Entire home/apt,1295.0,1,2,289.0
Brooklyn,Private room,29.0,15,2,244.0
Brooklyn,Entire home/apt,95.0,1,1,45.0
Queens,Private room,40.0,1,2,45.0
Manhattan,Private room,75.0,1,4,192.0
Manhattan,Entire home/apt,200.0,2,1,6.0
Manhattan,Private room,105.0,4,6,119.0
Queens,Entire home/apt,79.0,4,1,45.0
Queens,Private room,70.0,2,2,92.0
Brooklyn,Entire home/apt,130.0,2,2,64.0
Brooklyn,Entire home/apt,250.0,3,1,45.0
Manhattan,Private room,80.0,180,3,331.0
Manhattan,Entire home/apt,190.0,1,2,232.0
Manhattan,Entire home/apt,200.0,1,1,45.0
Bronx,Private room,50.0,1,1,32.0
Bronx,Entire home/apt,99.0,2,1,107.0
Manhattan,Private room,199.0,1,30,362.0
Queens,Private room,99.0,3,3,336.0
Brooklyn,Entire home/apt,95.0,3,2,45.0
Manhattan,Entire home/apt,300.0,3,2,40.0
Manhattan,Private room,199.0,1,30,360.0
Manhattan,Private room,110.0,1,2,72.0
Queens,Entire home/apt,175.0,2,1,172.0
Bronx,Entire home/apt,200.0,2,1,32.0
Queens,Private room,60.0,5,1,150.0
Manhattan,Private room,129.0,1,30,363.0
Queens,Private room,49.0,30,103,247.0
Manhattan,Private room,60.0,21,1,35.0
Brooklyn,Private room,70.0,3,3,21.0
Manhattan,Entire home/apt,170.0,3,3,169.0
Manhattan,Shared room,50.0,1,4,238.0
Manhattan,Private room,82.0,1,4,96.0
Manhattan,Entire home/apt,299.0,1,7,342.0
